participant,Trials per task,Task,condition,Trials2correct,trialN,trial_ends,movement_codes,final_card_positions_1,final_card_position_codes_1,row_overall_correct_1,col_overall_correct_1,overall_correct,downTimes,upTimes,move_0,move_0_downTime,move_0_upTime,move_1,move_1_downTime,move_1_upTime,move_2,move_2_downTime,move_2_upTime,move_3,move_3_downTime,move_3_upTime,move_4,move_4_downTime,move_4_upTime,move_5,move_5_downTime,move_5_upTime,move_6,move_6_downTime,move_6_upTime,move_7,move_7_downTime,move_7_upTime,move_8,move_8_downTime,move_8_upTime,move_9,move_9_downTime,move_9_upTime,move_10,move_10_downTime,move_10_upTime,move_11,move_11_downTime,move_11_upTime,move_12,move_12_downTime,move_12_upTime,move_13,move_13_downTime,move_13_upTime,move_14,move_14_downTime,move_14_upTime,move_15,move_15_downTime,move_15_upTime,move_16,move_16_downTime,move_16_upTime,move_17,move_17_downTime,move_17_upTime,move_18,move_18_downTime,move_18_upTime,move_19,move_19_downTime,move_19_upTime,move_20,move_20_downTime,move_20_upTime,move_21,move_21_downTime,move_21_upTime,move_22,move_22_downTime,move_22_upTime,move_23,move_23_downTime,move_23_upTime,move_24,move_24_downTime,move_24_upTime,move_25,move_25_downTime,move_25_upTime,move_26,move_26_downTime,move_26_upTime,move_27,move_27_downTime,move_27_upTime,move_28,move_28_downTime,move_28_upTime,move_29,move_29_downTime,move_29_upTime,move_30,move_30_downTime,move_30_upTime,move_31,move_31_downTime,move_31_upTime,move_32,move_32_downTime,move_32_upTime,move_33,move_33_downTime,move_33_upTime,move_34,move_34_downTime,move_34_upTime,move_35,move_35_downTime,move_35_upTime,move_36,move_36_downTime,move_36_upTime,move_37,move_37_downTime,move_37_upTime,move_38,move_38_downTime,move_38_upTime,move_39,move_39_downTime,move_39_upTime,move_40,move_40_downTime,move_40_upTime,move_41,move_41_downTime,move_41_upTime,move_42,move_42_downTime,move_42_upTime,move_43,move_43_downTime,move_43_upTime,move_44,move_44_downTime,move_44_upTime,move_45,move_45_downTime,move_45_upTime,move_46,move_46_downTime,move_46_upTime,move_47,move_47_downTime,move_47_upTime,move_48,move_48_downTime,move_48_upTime,move_49,move_49_downTime,move_49_upTime,move_50,move_50_downTime,move_50_upTime
311,1,1,KQB,1,0,Missing,Missing,"[""king_clubs_b"",""queen_diamonds_b"",null,null,null,null,null,null,null,""king_hearts_b"",""queen_clubs_b"",null,null,null,null,null,""queen_spades_b"",null,""king_diamonds_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['king_clubs_bA1', 'queen_diamonds_bA2', 'king_hearts_bB2', 'queen_clubs_bB3', 'queen_spades_bC1', 'king_diamonds_bC3']",1,1,1,Missing,Missing, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312,,1,KQJB,0,0,submit,"['queen_spades_cA1', 'queen_clubs_cF1', 'queen_diamonds_cOff Grid', 'queen_hearts_cA7', 'king_diamonds_cB2', 'king_hearts_cF2', 'king_clubs_cOff Grid', 'king_spades_cG7', 'queen_diamonds_cOff Grid', 'queen_clubs_cG1', 'jack_spades_cF3', 'jack_clubs_cC3', 'jack_hearts_cC6', 'jack_diamonds_cF6', 'jack_diamonds_cF6', 'jack_diamonds_cF6', 'jack_diamonds_cF6', 'jack_diamonds_cF6']","[""queen_spades_c"",null,null,null,null,null,null,""queen_hearts_c"",null,""king_diamonds_c"",null,null,null,null,""king_clubs_c"",null,null,null,""jack_clubs_c"",null,null,""jack_hearts_c"",null,null,null,null,null,""blank4_c"",""blank3_c"",null,null,null,null,null,null,""blank2_c"",""blank_c"",null,null,null,null,null,""jack_spades_c"",null,null,""jack_diamonds_c"",null,null,null,""king_hearts_c"",null,null,null,null,""king_spades_c"",null,""queen_clubs_c"",null,null,null,null,null,null,""queen_diamonds_c""]","['queen_spades_cA1', 'queen_hearts_cA8', 'king_diamonds_cB2', 'king_clubs_cB7', 'jack_clubs_cC3', 'jack_hearts_cC6', 'blank4_cD4', 'blank3_cD5', 'blank2_cE4', 'blank_cE5', 'jack_spades_cF3', 'jack_diamonds_cF6', 'king_hearts_cG2', 'king_spades_cG7', 'queen_clubs_cH1', 'queen_diamonds_cH8']",0,0,0,"[2.6917000000011058, 6.602700000001107, 10.53949999999999, 12.692900000000364, 14.719900000000365, 16.142700000001113, 18.077200000001113, 19.732, 21.35620000000111, 22.88540000000036, 24.34899999999999, 25.916700000001114, 27.758300000000744, 29.60590000000036, 31.39730000000074, 33.73160000000148, 35.693, 37.83690000000037, 39.95540000000037]","[0.06880000000073494, 4.239999999999995, 9.242100000001486, 11.682700000001105, 13.794300000000732, 15.534499999999994, 17.442200000001108, 18.93070000000111, 20.938200000001117, 22.090300000000738, 23.706200000001104, 25.147900000000362, 26.7945, 28.52260000000149, 30.62660000000149, 32.31440000000036, 34.866300000000734, 36.90280000000074, 38.65970000000111]",queen_spades_cA1,2.6917,0.0688,queen_clubs_cF1,6.6027,4.24,queen_diamonds_cOff Grid,10.5395,9.2421,queen_hearts_cA7,12.6929,11.6827,king_diamonds_cB2,14.7199,13.7943,king_hearts_cF2,16.1427,15.5345,king_clubs_cOff Grid,18.0772,17.4422,king_spades_cG7,19.732,18.9307,queen_diamonds_cOff Grid,21.3562,20.9382,queen_clubs_cG1,22.8854,22.0903,jack_spades_cF3,24.349,23.7062,jack_clubs_cC3,25.9167,25.1479,jack_hearts_cC6,27.7583,26.7945,jack_diamonds_cF6,29.6059,28.5226,jack_diamonds_cF6,31.3973,30.6266,jack_diamonds_cF6,33.7316,32.3144,jack_diamonds_cF6,35.693,34.8663,jack_diamonds_cF6,37.8369,36.9028, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312,,1,KQJB,0,1,submit,"['queen_clubs_cOff Grid', 'queen_clubs_cOff Grid', 'queen_clubs_cA1', 'queen_spades_cC2', 'queen_diamonds_cD3', 'queen_spades_cB2', 'queen_diamonds_cC3', 'queen_hearts_cD4', 'king_spades_cA2', 'king_clubs_cB3', 'king_hearts_cC4', 'king_diamonds_cD5', 'jack_spades_cA3', 'jack_clubs_cB4', 'jack_hearts_cC5', 'jack_diamonds_cD6']","[""queen_clubs_c"",""king_spades_c"",""jack_spades_c"",null,null,null,null,null,null,""queen_spades_c"",""king_clubs_c"",""jack_clubs_c"",null,null,null,null,null,null,""queen_diamonds_c"",""king_hearts_c"",""jack_hearts_c"",null,null,null,null,null,null,""queen_hearts_c"",""king_diamonds_c"",""jack_diamonds_c"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_clubs_cA1', 'king_spades_cA2', 'jack_spades_cA3', 'queen_spades_cB2', 'king_clubs_cB3', 'jack_clubs_cB4', 'queen_diamonds_cC3', 'king_hearts_cC4', 'jack_hearts_cC5', 'queen_hearts_cD4', 'king_diamonds_cD5', 'jack_diamonds_cD6']",1,0,0,"[3.0637000000011056, 23.985400000000354, 25.664099999999635, 27.497099999999634, 27.967800000000736, 29.274200000001102, 30.712400000000358, 31.64109999999961, 33.6075, 36.65709999999963, 45.97699999999999, 47.69680000000075, 51.55259999999963, 54.49590000000036, 57.73649999999999, 59.392400000000364, 61.192900000000364, 63.311900000000364, 65.704, 68.20759999999963, 70.14490000000036, 73.64140000000036]","[3.13409999999962, 24.094200000001123, 25.749999999999986, 27.590099999999623, 28.05580000000073, 29.366099999999633, 31.086200000001114, 32.754300000000754, 35.317900000000364, 45.00580000000075, 46.949800000000735, 49.29390000000036, 53.40620000000111, 56.48609999999961, 58.84630000000074, 60.48620000000112, 62.341900000000365, 64.71809999999961, 67.17380000000075, 69.34990000000037, 71.11009999999963]",queen_clubs_cOff Grid,3.0637,3.1341,queen_clubs_cOff Grid,23.9854,24.0942,queen_clubs_cA1,25.6641,25.75,queen_spades_cC2,27.4971,27.5901,queen_diamonds_cD3,27.9678,28.0558,queen_spades_cB2,29.2742,29.3661,queen_diamonds_cC3,30.7124,31.0862,queen_hearts_cD4,31.6411,32.7543,king_spades_cA2,33.6075,35.3179,king_clubs_cB3,36.6571,45.0058,king_hearts_cC4,45.977,46.9498,king_diamonds_cD5,47.6968,49.2939,jack_spades_cA3,51.5526,53.4062,jack_clubs_cB4,54.4959,56.4861,jack_hearts_cC5,57.7365,58.8463,jack_diamonds_cD6,59.3924,60.4862, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312,,1,KQJB,0,2,reset,[],"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",[],1,1,0,[0.02049999999999841],[], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312,,1,KQJB,0,3,submit,"['queen_spades_cA1', 'queen_clubs_cC4', 'queen_diamonds_cD6', 'queen_hearts_cE8', 'king_diamonds_cB1', 'king_hearts_cD4', 'king_clubs_cOff Grid', 'king_spades_cOff Grid', 'king_spades_cOff Grid', 'jack_diamonds_cC1', 'jack_hearts_cE4', 'jack_clubs_cF6', 'jack_spades_cOff Grid', 'jack_spades_cOff Grid', 'jack_spades_cOff Grid', 'jack_spades_cOff Grid', 'jack_spades_cOff Grid']","[""queen_spades_c"",null,null,null,null,null,null,null,""king_diamonds_c"",null,null,null,null,null,null,null,""jack_diamonds_c"",null,null,""queen_clubs_c"",null,null,null,null,""blank4_c"",null,null,""king_hearts_c"",null,""queen_diamonds_c"",null,null,null,null,null,""jack_hearts_c"",null,""king_clubs_c"",null,""queen_hearts_c"",null,null,null,""blank3_c"",null,""jack_clubs_c"",null,""king_spades_c"",null,null,null,null,null,""blank2_c"",null,""jack_spades_c"",null,null,null,null,null,null,null,""blank_c""]","['queen_spades_cA1', 'king_diamonds_cB1', 'jack_diamonds_cC1', 'queen_clubs_cC4', 'blank4_cD1', 'king_hearts_cD4', 'queen_diamonds_cD6', 'jack_hearts_cE4', 'king_clubs_cE6', 'queen_hearts_cE8', 'blank3_cF4', 'jack_clubs_cF6', 'king_spades_cF8', 'blank2_cG6', 'jack_spades_cG8', 'blank_cH8']",0,1,0,"[1.5310999999996397, 3.4500999999996225, 7.3624000000003775, 9.578300000000752, 12.109400000000363, 14.465200000001118, 16.18640000000036, 17.94690000000037, 20.963099999999628, 22.993800000000732, 24.82570000000112, 26.552999999999997, 28.49109999999962, 29.625099999999634, 30.955000000000013, 32.725900000000365, 34.98640000000037, 36.95349999999999]","[0.015400000000369118, 2.6875, 6.2555999999996175, 8.895700000001113, 10.818099999999617, 13.55140000000037, 15.399499999999989, 17.31170000000111, 19.175700000001115, 21.711300000000733, 23.959599999999625, 25.744499999999988, 27.57559999999964, 29.1515, 30.391700000001123, 32.14359999999962, 33.975700000001126, 36.0007000000011]",queen_spades_cA1,1.5311,0.0154,queen_clubs_cC4,3.4501,2.6875,queen_diamonds_cD6,7.3624,6.2556,queen_hearts_cE8,9.5783,8.8957,king_diamonds_cB1,12.1094,10.8181,king_hearts_cD4,14.4652,13.5514,king_clubs_cOff Grid,16.1864,15.3995,king_spades_cOff Grid,17.9469,17.3117,king_spades_cOff Grid,20.9631,19.1757,jack_diamonds_cC1,22.9938,21.7113,jack_hearts_cE4,24.8257,23.9596,jack_clubs_cF6,26.553,25.7445,jack_spades_cOff Grid,28.4911,27.5756,jack_spades_cOff Grid,29.6251,29.1515,jack_spades_cOff Grid,30.955,30.3917,jack_spades_cOff Grid,32.7259,32.1436,jack_spades_cOff Grid,34.9864,33.9757, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312,,1,KQJB,0,4,submit,"['king_spades_cOff Grid', 'king_spades_cOff Grid', 'queen_spades_cA1', 'king_spades_cOff Grid', 'queen_clubs_cB2', 'queen_diamonds_cC3', 'queen_hearts_cD4', 'king_spades_cE5', 'king_clubs_cF5', 'king_hearts_cOff Grid', 'king_diamonds_cOff Grid', 'jack_diamonds_cG1', 'jack_spades_cF2', 'jack_clubs_cF3', 'jack_hearts_cE4', 'jack_hearts_cE4', 'jack_hearts_cE4', 'jack_hearts_cE4', 'jack_hearts_cE4']","[""queen_spades_c"",null,null,null,null,null,null,""blank_c"",null,""queen_clubs_c"",null,null,null,null,""blank2_c"",null,null,null,""queen_diamonds_c"",null,null,""blank3_c"",null,null,null,null,null,""queen_hearts_c"",""blank4_c"",null,null,null,null,null,null,""jack_hearts_c"",""king_spades_c"",null,null,null,null,null,""jack_clubs_c"",null,null,""king_clubs_c"",null,null,null,""jack_spades_c"",null,null,null,null,""king_hearts_c"",null,""jack_diamonds_c"",null,null,null,null,null,null,""king_diamonds_c""]","['queen_spades_cA1', 'blank_cA8', 'queen_clubs_cB2', 'blank2_cB7', 'queen_diamonds_cC3', 'blank3_cC6', 'queen_hearts_cD4', 'blank4_cD5', 'jack_hearts_cE4', 'king_spades_cE5', 'jack_clubs_cF3', 'king_clubs_cF6', 'jack_spades_cG2', 'king_hearts_cG7', 'jack_diamonds_cH1', 'king_diamonds_cH8']",0,0,0,"[0.9849000000003798, 19.544900000000382, 21.026099999999616, 21.705300000000733, 24.586099999999618, 26.353200000001124, 28.56159999999963, 31.338000000000022, 34.48940000000039, 39.77009999999967, 41.929400000000385, 44.5369000000004, 50.818099999999674, 58.29740000000038, 60.06570000000113, 61.73709999999966, 63.79340000000042, 65.8648000000008, 67.71250000000003, 69.88000000000005, 71.92930000000075]","[1.0709000000003641, 19.615400000000363, 21.120000000000005, 22.79909999999964, 25.096000000000004, 27.534999999999997, 29.414999999999992, 32.614900000000375, 37.447400000000414, 40.92700000000002, 43.71109999999965, 45.63120000000117, 57.68000000000001, 59.40709999999967, 60.91900000000004, 62.76730000000077, 65.10300000000001, 67.05000000000001, 68.88720000000114, 70.96709999999968]",king_spades_cOff Grid,0.9849,1.0709,king_spades_cOff Grid,19.5449,19.6154,queen_spades_cA1,21.0261,21.12,king_spades_cOff Grid,21.7053,22.7991,queen_clubs_cB2,24.5861,25.096,queen_diamonds_cC3,26.3532,27.535,queen_hearts_cD4,28.5616,29.415,king_spades_cE5,31.338,32.6149,king_clubs_cF5,34.4894,37.4474,king_hearts_cOff Grid,39.7701,40.927,king_diamonds_cOff Grid,41.9294,43.7111,jack_diamonds_cG1,44.5369,45.6312,jack_spades_cF2,50.8181,57.68,jack_clubs_cF3,58.2974,59.4071,jack_hearts_cE4,60.0657,60.919,jack_hearts_cE4,61.7371,62.7673,jack_hearts_cE4,63.7934,65.103,jack_hearts_cE4,65.8648,67.05,jack_hearts_cE4,67.7125,68.8872, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312,,1,KQJB,0,5,submit,"['queen_spades_cA1', 'queen_clubs_cB2', 'queen_diamonds_cC3', 'queen_hearts_cD4', 'king_spades_cA5', 'king_clubs_cB5', 'king_hearts_cC6', 'king_diamonds_cD7', 'jack_diamonds_cE1', 'jack_hearts_cF2', 'jack_spades_cOff Grid', 'queen_clubs_cA1', 'queen_diamonds_cA1', 'queen_hearts_cA1', 'king_spades_cB2', 'king_clubs_cB2', 'king_hearts_cB2', 'king_diamonds_cB2', 'jack_diamonds_cC3', 'jack_hearts_cC3', 'jack_spades_cC3', 'jack_clubs_cC3', 'jack_clubs_cC3', 'jack_clubs_cC3', 'jack_clubs_cC3', 'jack_clubs_cC3']","[""queen_clubs_c"",null,null,null,null,null,null,null,null,""king_hearts_c"",null,null,null,null,null,null,null,null,""jack_clubs_c"",null,null,null,null,null,null,null,null,""blank4_c"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_clubs_cA1', 'king_hearts_cB2', 'jack_clubs_cC3', 'blank4_cD4']",0,0,0,"[1.5600000000000023, 3.6795999999996525, 6.185599999999624, 8.713000000000022, 12.450900000000388, 17.311199999999246, 19.537199999999245, 21.064299999998923, 22.83190000000036, 24.433500000000038, 26.240699999999265, 29.394799999998895, 30.665299999998922, 32.016999999999996, 33.63340000000039, 35.656199999999274, 37.11250000000001, 39.1284000000004, 41.16159999999962, 42.585000000000036, 44.329199999999275, 46.240699999999265, 47.61650000000003, 49.258500000000026, 50.81759999999963, 52.52290000000039, 54.632400000000416]","[2.879000000000019, 5.254799999998909, 7.8332999999988715, 11.502900000000409, 15.982799999998917, 18.590599999999654, 20.49459999999965, 21.950699999999244, 23.60790000000037, 25.374900000000366, 27.438599999999667, 29.990699999999265, 31.431599999999662, 32.894900000000405, 34.902900000000386, 36.44869999999929, 38.22290000000038, 40.55890000000039, 42.07140000000038, 43.4787999999989, 45.19869999999929, 47.056400000000394, 48.535000000000025, 50.21500000000003, 51.766699999999275, 53.751199999999244]",queen_spades_cA1,1.56,2.879,queen_clubs_cB2,3.6796,5.2548,queen_diamonds_cC3,6.1856,7.8333,queen_hearts_cD4,8.713,11.5029,king_spades_cA5,12.4509,15.9828,king_clubs_cB5,17.3112,18.5906,king_hearts_cC6,19.5372,20.4946,king_diamonds_cD7,21.0643,21.9507,jack_diamonds_cE1,22.8319,23.6079,jack_hearts_cF2,24.4335,25.3749,jack_spades_cOff Grid,26.2407,27.4386,queen_clubs_cA1,29.3948,29.9907,queen_diamonds_cA1,30.6653,31.4316,queen_hearts_cA1,32.017,32.8949,king_spades_cB2,33.6334,34.9029,king_clubs_cB2,35.6562,36.4487,king_hearts_cB2,37.1125,38.2229,king_diamonds_cB2,39.1284,40.5589,jack_diamonds_cC3,41.1616,42.0714,jack_hearts_cC3,42.585,43.4788,jack_spades_cC3,44.3292,45.1987,jack_clubs_cC3,46.2407,47.0564,jack_clubs_cC3,47.6165,48.535,jack_clubs_cC3,49.2585,50.215,jack_clubs_cC3,50.8176,51.7667,jack_clubs_cC3,52.5229,53.7512, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312,7,1,KQJB,0,6,submit,"['queen_spades_cA1', 'queen_spades_cA1']","[""queen_spades_c"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",['queen_spades_cA1'],0,0,0,"[1.9238000000007673, 3.7945000000000277, 6.829199999999275]","[3.0244000000003552, 5.328199999999242]",queen_spades_cA1,1.9238,3.0244,queen_spades_cA1,3.7945,5.3282, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
313,,1,KQB,0,0,submit,"['queen_spades_bA1', 'king_diamonds_bA2', 'queen_diamonds_bB2', 'king_hearts_bB1', 'king_hearts_bB1', 'king_hearts_bB1', 'queen_clubs_bOff Grid']","[""queen_spades_b"",""king_diamonds_b"",null,null,null,null,null,null,""king_hearts_b"",""queen_diamonds_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_bA1', 'king_diamonds_bA2', 'king_hearts_bB1', 'queen_diamonds_bB2']",1,1,0,"[1.8953999999999596, 2.779999999999994, 5.089299999999987, 11.413999999999994, 17.38609999999997, 19.5353, 21.368799999999986, 32.45590000000002, 49.3285]","[0.0022999999999839815, 1.9635999999999711, 3.9318999999999633, 8.55339999999996, 16.3495, 18.615699999999954, 20.154799999999987, 22.41959999999998, 44.31300000000001]",queen_spades_bA1,1.8954,0.0023,king_diamonds_bA2,2.78,1.9636,queen_diamonds_bB2,5.0893,3.9319,king_hearts_bB1,11.414,8.5534,king_hearts_bB1,17.3861,16.3495,king_hearts_bB1,19.5353,18.6157,queen_clubs_bOff Grid,21.3688,20.1548, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
313,,1,KQB,0,1,submit,"['queen_spades_bA1', 'queen_clubs_bB1', 'queen_diamonds_bC1', 'king_hearts_bA2', 'king_clubs_bB2', 'king_diamonds_bC2']","[""queen_spades_b"",""king_hearts_b"",null,null,null,null,null,null,""queen_clubs_b"",""king_clubs_b"",null,null,null,null,null,null,""queen_diamonds_b"",""king_diamonds_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_bA1', 'king_hearts_bA2', 'queen_clubs_bB1', 'king_clubs_bB2', 'queen_diamonds_bC1', 'king_diamonds_bC2']",1,0,0,"[0.12629999999992947, 2.5444999999999993, 9.981399999999908, 13.298699999999954, 26.102899999999906, 29.871099999999956, 31.388899999999893, 32.97199999999998, 34.57339999999988, 38.357999999999976]","[0.21019999999994354, 2.662599999999969, 10.080299999999923, 14.048899999999904, 28.470599999999976, 30.488799999999912, 32.15479999999991, 33.972699999999946, 35.47249999999997]",queen_spades_bA1,0.1263,0.2102,queen_clubs_bB1,2.5445,2.6626,queen_diamonds_bC1,9.9814,10.0803,king_hearts_bA2,13.2987,14.0489,king_clubs_bB2,26.1029,28.4706,king_diamonds_bC2,29.8711,30.4888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
313,,1,KQB,0,2,submit,"['queen_spades_bA1', 'queen_clubs_bG6', 'king_diamonds_bOff Grid', 'queen_diamonds_bB1', 'king_hearts_bA2', 'king_clubs_bB2', 'king_hearts_bA2', 'king_hearts_bA2', 'king_hearts_bA2', 'king_hearts_bA2', 'king_hearts_bA2', 'king_hearts_bA2', 'king_hearts_bA2', 'king_hearts_bA2', 'king_clubs_bB3', 'queen_diamonds_bB2', 'queen_diamonds_bB2', 'queen_diamonds_bB2', 'queen_clubs_bC1', 'king_diamonds_bD2']","[""queen_spades_b"",""king_hearts_b"",null,null,null,null,null,null,""blank3_b"",""queen_diamonds_b"",""king_clubs_b"",null,null,null,null,null,""queen_clubs_b"",""blank_b"",""blank2_b"",null,null,null,null,null,null,""king_diamonds_b"",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","['queen_spades_bA1', 'king_hearts_bA2', 'blank3_bB1', 'queen_diamonds_bB2', 'king_clubs_bB3', 'queen_clubs_bC1', 'blank_bC2', 'blank2_bC3', 'king_diamonds_bD2']",0,0,0,"[3.327099999999973, 5.091300000000047, 10.380900000000025, 12.540900000000022, 17.980999999999995, 19.410199999999946, 20.33680000000004, 21.50690000000003, 22.585699999999946, 24.30069999999995, 26.936499999999995, 30.28759999999997, 31.853800000000064, 35.02140000000003, 42.32430000000005, 43.75749999999999, 44.87880000000004, 45.424499999999995, 47.24130000000005, 50.39699999999999, 52.36159999999998]","[4.216599999999971, 9.194999999999993, 11.539800000000042, 17.29909999999998, 18.597499999999997, 19.932199999999966, 20.67059999999998, 22.119099999999975, 23.651599999999974, 25.990699999999947, 27.99019999999996, 30.731900000000024, 33.49509999999998, 40.85469999999995, 43.22440000000003, 44.32849999999999, 45.18240000000003, 45.89840000000004, 47.99369999999996, 51.45040000000003]",queen_spades_bA1,3.3271,4.2166,queen_clubs_bG6,5.0913,9.195,king_diamonds_bOff Grid,10.3809,11.5398,queen_diamonds_bB1,12.5409,17.2991,king_hearts_bA2,17.981,18.5975,king_clubs_bB2,19.4102,19.9322,king_hearts_bA2,20.3368,20.6706,king_hearts_bA2,21.5069,22.1191,king_hearts_bA2,22.5857,23.6516,king_hearts_bA2,24.3007,25.9907,king_hearts_bA2,26.9365,27.9902,king_hearts_bA2,30.2876,30.7319,king_hearts_bA2,31.8538,33.4951,king_hearts_bA2,35.0214,40.8547,king_clubs_bB3,42.3243,43.2244,queen_diamonds_bB2,43.7575,44.3285,queen_diamonds_bB2,44.8788,45.1824,queen_diamonds_bB2,45.4245,45.8984,queen_clubs_bC1,47.2413,47.9937,king_diamonds_bD2,50.397,51.4504, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
